"timeframe",""
"2014-12-11 - 2017-10-26","USA_B_1 - DEU_B_1"
"2014-12-11 - 2017-10-26","ITA_B_1 - GBR_B_1"
"2014-12-11 - 2017-10-26","JPN_B_1 - MEX_B_1"
"2014-12-11 - 2017-10-26","DEU_B_1 - USA_B_1"
"2014-12-11 - 2017-10-26","CHN_B_2 - AUS_B_2"
"2014-12-11 - 2017-10-26","ITA_B_2 - CHN_B_2"
"2014-12-11 - 2017-10-26","CHN_B_2 - FRA_B_2"
"2014-12-11 - 2017-10-26","CHE_B_2 - MEX_B_2"
"2014-12-11 - 2017-10-26","GBR_B_2 - MEX_B_2"
"2014-12-11 - 2017-10-26","FRA_B_3 - DEU_B_3"
"2014-12-11 - 2017-10-26","ITA_B_3 - DEU_B_3"
"2014-12-11 - 2017-10-26","DEU_B_3 - FRA_B_3"
"2014-12-11 - 2017-10-26","ITA_B_3 - FRA_B_3"
"2014-12-11 - 2017-10-26","AUS_B_3 - MEX_B_3"
"2014-12-18 - 2017-11-02","NOR_B_1 - CHE_B_1"
"2014-12-18 - 2017-11-02","NOR_B_1 - DEU_B_1"
"2014-12-18 - 2017-11-02","USA_B_1 - DEU_B_1"
"2014-12-18 - 2017-11-02","ITA_B_1 - GBR_B_1"
"2014-12-18 - 2017-11-02","JPN_B_1 - MEX_B_1"
"2014-12-18 - 2017-11-02","DEU_B_1 - USA_B_1"
"2014-12-18 - 2017-11-02","CHN_B_2 - AUS_B_2"
"2014-12-18 - 2017-11-02","CHN_B_2 - FRA_B_2"
"2014-12-18 - 2017-11-02","USA_B_2 - JPN_B_2"
"2014-12-18 - 2017-11-02","CHE_B_2 - MEX_B_2"
"2014-12-18 - 2017-11-02","GBR_B_2 - MEX_B_2"
"2014-12-18 - 2017-11-02","CHE_B_3 - DEU_B_3"
"2014-12-18 - 2017-11-02","FRA_B_3 - DEU_B_3"
"2014-12-18 - 2017-11-02","ITA_B_3 - DEU_B_3"
"2014-12-18 - 2017-11-02","CHE_B_3 - FRA_B_3"
"2014-12-18 - 2017-11-02","DEU_B_3 - FRA_B_3"
"2014-12-18 - 2017-11-02","ITA_B_3 - FRA_B_3"
"2014-12-18 - 2017-11-02","CHE_B_3 - ITA_B_3"
"2014-12-18 - 2017-11-02","AUS_B_3 - MEX_B_3"
"2014-12-25 - 2017-11-09","USA_B_1 - CAN_B_1"
"2014-12-25 - 2017-11-09","USA_B_1 - CHE_B_1"
"2014-12-25 - 2017-11-09","NOR_B_1 - DEU_B_1"
"2014-12-25 - 2017-11-09","USA_B_1 - DEU_B_1"
"2014-12-25 - 2017-11-09","ITA_B_1 - GBR_B_1"
"2014-12-25 - 2017-11-09","JPN_B_1 - MEX_B_1"
"2014-12-25 - 2017-11-09","CHN_B_2 - FRA_B_2"
"2014-12-25 - 2017-11-09","USA_B_2 - JPN_B_2"
"2014-12-25 - 2017-11-09","CHE_B_2 - MEX_B_2"
"2014-12-25 - 2017-11-09","GBR_B_2 - MEX_B_2"
"2014-12-25 - 2017-11-09","CHE_B_3 - DEU_B_3"
"2014-12-25 - 2017-11-09","FRA_B_3 - DEU_B_3"
"2014-12-25 - 2017-11-09","ITA_B_3 - DEU_B_3"
"2014-12-25 - 2017-11-09","CHE_B_3 - FRA_B_3"
"2014-12-25 - 2017-11-09","DEU_B_3 - FRA_B_3"
"2014-12-25 - 2017-11-09","CHE_B_3 - ITA_B_3"
"2014-12-25 - 2017-11-09","AUS_B_3 - MEX_B_3"
"2015-01-01 - 2017-11-16","USA_B_1 - CAN_B_1"
"2015-01-01 - 2017-11-16","USA_B_1 - DEU_B_1"
"2015-01-01 - 2017-11-16","ITA_B_1 - GBR_B_1"
"2015-01-01 - 2017-11-16","JPN_B_1 - MEX_B_1"
"2015-01-01 - 2017-11-16","USA_B_1 - NOR_B_1"
"2015-01-01 - 2017-11-16","CHN_B_2 - FRA_B_2"
"2015-01-01 - 2017-11-16","NOR_B_2 - JPN_B_2"
"2015-01-01 - 2017-11-16","USA_B_2 - JPN_B_2"
"2015-01-01 - 2017-11-16","CHE_B_2 - MEX_B_2"
"2015-01-01 - 2017-11-16","USA_B_3 - AUS_B_3"
"2015-01-01 - 2017-11-16","MEX_B_3 - CHN_B_3"
"2015-01-01 - 2017-11-16","CHE_B_3 - DEU_B_3"
"2015-01-01 - 2017-11-16","FRA_B_3 - DEU_B_3"
"2015-01-01 - 2017-11-16","ITA_B_3 - DEU_B_3"
"2015-01-01 - 2017-11-16","CHE_B_3 - FRA_B_3"
"2015-01-01 - 2017-11-16","DEU_B_3 - FRA_B_3"
"2015-01-01 - 2017-11-16","CHE_B_3 - ITA_B_3"
"2015-01-01 - 2017-11-16","AUS_B_3 - MEX_B_3"
"2015-01-08 - 2017-11-23","USA_B_1 - DEU_B_1"
"2015-01-08 - 2017-11-23","ITA_B_1 - GBR_B_1"
"2015-01-08 - 2017-11-23","JPN_B_1 - MEX_B_1"
"2015-01-08 - 2017-11-23","ITA_B_2 - CHN_B_2"
"2015-01-08 - 2017-11-23","CHN_B_2 - FRA_B_2"
"2015-01-08 - 2017-11-23","USA_B_2 - JPN_B_2"
"2015-01-08 - 2017-11-23","CHE_B_2 - MEX_B_2"
"2015-01-08 - 2017-11-23","USA_B_3 - AUS_B_3"
"2015-01-08 - 2017-11-23","CHE_B_3 - DEU_B_3"
"2015-01-08 - 2017-11-23","ITA_B_3 - DEU_B_3"
"2015-01-08 - 2017-11-23","CHE_B_3 - FRA_B_3"
"2015-01-08 - 2017-11-23","DEU_B_3 - FRA_B_3"
"2015-01-08 - 2017-11-23","CHE_B_3 - ITA_B_3"
"2015-01-08 - 2017-11-23","AUS_B_3 - MEX_B_3"
"2015-01-15 - 2017-11-30","MEX_B_1 - CHN_B_1"
"2015-01-15 - 2017-11-30","USA_B_1 - DEU_B_1"
"2015-01-15 - 2017-11-30","ITA_B_1 - GBR_B_1"
"2015-01-15 - 2017-11-30","GBR_B_1 - JPN_B_1"
"2015-01-15 - 2017-11-30","CHN_B_1 - MEX_B_1"
"2015-01-15 - 2017-11-30","JPN_B_1 - MEX_B_1"
"2015-01-15 - 2017-11-30","ITA_B_2 - CHN_B_2"
"2015-01-15 - 2017-11-30","CHN_B_2 - FRA_B_2"
"2015-01-15 - 2017-11-30","NOR_B_2 - JPN_B_2"
"2015-01-15 - 2017-11-30","USA_B_2 - JPN_B_2"
"2015-01-15 - 2017-11-30","GBR_B_2 - MEX_B_2"
"2015-01-15 - 2017-11-30","ITA_B_2 - USA_B_2"
"2015-01-15 - 2017-11-30","USA_B_3 - AUS_B_3"
"2015-01-15 - 2017-11-30","CHE_B_3 - DEU_B_3"
"2015-01-15 - 2017-11-30","ITA_B_3 - DEU_B_3"
"2015-01-15 - 2017-11-30","DEU_B_3 - FRA_B_3"
"2015-01-15 - 2017-11-30","ITA_B_3 - FRA_B_3"
"2015-01-15 - 2017-11-30","CHE_B_3 - ITA_B_3"
"2015-01-15 - 2017-11-30","AUS_B_3 - MEX_B_3"
"2015-01-15 - 2017-11-30","CHN_B_3 - USA_B_3"
"2015-01-22 - 2017-12-07","MEX_B_1 - CHN_B_1"
"2015-01-22 - 2017-12-07","USA_B_1 - DEU_B_1"
"2015-01-22 - 2017-12-07","USA_B_1 - FRA_B_1"
"2015-01-22 - 2017-12-07","CHE_B_1 - GBR_B_1"
"2015-01-22 - 2017-12-07","ITA_B_1 - GBR_B_1"
"2015-01-22 - 2017-12-07","USA_B_1 - GBR_B_1"
"2015-01-22 - 2017-12-07","GBR_B_1 - JPN_B_1"
"2015-01-22 - 2017-12-07","CHN_B_1 - MEX_B_1"
"2015-01-22 - 2017-12-07","JPN_B_1 - MEX_B_1"
"2015-01-22 - 2017-12-07","USA_B_1 - NOR_B_1"
"2015-01-22 - 2017-12-07","CHE_B_2 - CAN_B_2"
"2015-01-22 - 2017-12-07","MEX_B_2 - CAN_B_2"
"2015-01-22 - 2017-12-07","CAN_B_2 - CHE_B_2"
"2015-01-22 - 2017-12-07","GBR_B_2 - CHE_B_2"
"2015-01-22 - 2017-12-07","CHN_B_2 - FRA_B_2"
"2015-01-22 - 2017-12-07","NOR_B_2 - JPN_B_2"
"2015-01-22 - 2017-12-07","USA_B_2 - JPN_B_2"
"2015-01-22 - 2017-12-07","GBR_B_2 - MEX_B_2"
"2015-01-22 - 2017-12-07","CHE_B_3 - AUS_B_3"
"2015-01-22 - 2017-12-07","ITA_B_3 - DEU_B_3"
"2015-01-22 - 2017-12-07","DEU_B_3 - FRA_B_3"
"2015-01-22 - 2017-12-07","ITA_B_3 - FRA_B_3"
"2015-01-22 - 2017-12-07","CHE_B_3 - ITA_B_3"
"2015-01-22 - 2017-12-07","AUS_B_3 - MEX_B_3"
"2015-01-22 - 2017-12-07","CHN_B_3 - USA_B_3"
"2015-01-29 - 2017-12-14","MEX_B_1 - CHN_B_1"
"2015-01-29 - 2017-12-14","USA_B_1 - DEU_B_1"
"2015-01-29 - 2017-12-14","USA_B_1 - FRA_B_1"
"2015-01-29 - 2017-12-14","CHE_B_1 - GBR_B_1"
"2015-01-29 - 2017-12-14","ITA_B_1 - GBR_B_1"
"2015-01-29 - 2017-12-14","USA_B_1 - GBR_B_1"
"2015-01-29 - 2017-12-14","GBR_B_1 - JPN_B_1"
"2015-01-29 - 2017-12-14","CHN_B_1 - MEX_B_1"
"2015-01-29 - 2017-12-14","JPN_B_1 - MEX_B_1"
"2015-01-29 - 2017-12-14","DEU_B_1 - NOR_B_1"
"2015-01-29 - 2017-12-14","USA_B_1 - NOR_B_1"
"2015-01-29 - 2017-12-14","CHE_B_2 - CAN_B_2"
"2015-01-29 - 2017-12-14","MEX_B_2 - CAN_B_2"
"2015-01-29 - 2017-12-14","CHN_B_2 - FRA_B_2"
"2015-01-29 - 2017-12-14","NOR_B_2 - JPN_B_2"
"2015-01-29 - 2017-12-14","USA_B_2 - JPN_B_2"
"2015-01-29 - 2017-12-14","GBR_B_2 - MEX_B_2"
"2015-01-29 - 2017-12-14","CHE_B_2 - USA_B_2"
"2015-01-29 - 2017-12-14","USA_B_3 - AUS_B_3"
"2015-01-29 - 2017-12-14","ITA_B_3 - CHE_B_3"
"2015-01-29 - 2017-12-14","CHE_B_3 - DEU_B_3"
"2015-01-29 - 2017-12-14","ITA_B_3 - DEU_B_3"
"2015-01-29 - 2017-12-14","CHE_B_3 - FRA_B_3"
"2015-01-29 - 2017-12-14","DEU_B_3 - FRA_B_3"
"2015-01-29 - 2017-12-14","ITA_B_3 - FRA_B_3"
"2015-01-29 - 2017-12-14","AUS_B_3 - MEX_B_3"
"2015-01-29 - 2017-12-14","CHN_B_3 - USA_B_3"
"2015-02-05 - 2017-12-21","ITA_B_1 - CHN_B_1"
"2015-02-05 - 2017-12-21","MEX_B_1 - CHN_B_1"
"2015-02-05 - 2017-12-21","USA_B_1 - DEU_B_1"
"2015-02-05 - 2017-12-21","USA_B_1 - FRA_B_1"
"2015-02-05 - 2017-12-21","CHE_B_1 - GBR_B_1"
"2015-02-05 - 2017-12-21","ITA_B_1 - GBR_B_1"
"2015-02-05 - 2017-12-21","USA_B_1 - GBR_B_1"
"2015-02-05 - 2017-12-21","GBR_B_1 - JPN_B_1"
"2015-02-05 - 2017-12-21","CHN_B_1 - MEX_B_1"
"2015-02-05 - 2017-12-21","JPN_B_1 - MEX_B_1"
"2015-02-05 - 2017-12-21","DEU_B_1 - NOR_B_1"
"2015-02-05 - 2017-12-21","USA_B_1 - NOR_B_1"
"2015-02-05 - 2017-12-21","CHE_B_2 - CAN_B_2"
"2015-02-05 - 2017-12-21","MEX_B_2 - CAN_B_2"
"2015-02-05 - 2017-12-21","CHN_B_2 - FRA_B_2"
"2015-02-05 - 2017-12-21","NOR_B_2 - JPN_B_2"
"2015-02-05 - 2017-12-21","USA_B_2 - JPN_B_2"
"2015-02-05 - 2017-12-21","GBR_B_2 - MEX_B_2"
"2015-02-05 - 2017-12-21","CHE_B_2 - USA_B_2"
"2015-02-05 - 2017-12-21","USA_B_3 - AUS_B_3"
"2015-02-05 - 2017-12-21","ITA_B_3 - CHE_B_3"
"2015-02-05 - 2017-12-21","CHE_B_3 - DEU_B_3"
"2015-02-05 - 2017-12-21","ITA_B_3 - DEU_B_3"
"2015-02-05 - 2017-12-21","CHE_B_3 - FRA_B_3"
"2015-02-05 - 2017-12-21","DEU_B_3 - FRA_B_3"
"2015-02-05 - 2017-12-21","ITA_B_3 - FRA_B_3"
"2015-02-05 - 2017-12-21","AUS_B_3 - MEX_B_3"
"2015-02-12 - 2017-12-28","MEX_B_1 - CHN_B_1"
"2015-02-12 - 2017-12-28","USA_B_1 - DEU_B_1"
"2015-02-12 - 2017-12-28","USA_B_1 - FRA_B_1"
"2015-02-12 - 2017-12-28","CHE_B_1 - GBR_B_1"
"2015-02-12 - 2017-12-28","ITA_B_1 - GBR_B_1"
"2015-02-12 - 2017-12-28","USA_B_1 - GBR_B_1"
"2015-02-12 - 2017-12-28","GBR_B_1 - JPN_B_1"
"2015-02-12 - 2017-12-28","CHN_B_1 - MEX_B_1"
"2015-02-12 - 2017-12-28","JPN_B_1 - MEX_B_1"
"2015-02-12 - 2017-12-28","DEU_B_1 - NOR_B_1"
"2015-02-12 - 2017-12-28","USA_B_1 - NOR_B_1"
"2015-02-12 - 2017-12-28","CHE_B_2 - CAN_B_2"
"2015-02-12 - 2017-12-28","MEX_B_2 - CAN_B_2"
"2015-02-12 - 2017-12-28","CHN_B_2 - FRA_B_2"
"2015-02-12 - 2017-12-28","NOR_B_2 - JPN_B_2"
"2015-02-12 - 2017-12-28","USA_B_2 - JPN_B_2"
"2015-02-12 - 2017-12-28","GBR_B_2 - MEX_B_2"
"2015-02-12 - 2017-12-28","CHE_B_2 - USA_B_2"
"2015-02-12 - 2017-12-28","USA_B_3 - AUS_B_3"
"2015-02-12 - 2017-12-28","ITA_B_3 - CHE_B_3"
"2015-02-12 - 2017-12-28","CHE_B_3 - DEU_B_3"
"2015-02-12 - 2017-12-28","ITA_B_3 - DEU_B_3"
"2015-02-12 - 2017-12-28","CHE_B_3 - FRA_B_3"
"2015-02-12 - 2017-12-28","DEU_B_3 - FRA_B_3"
"2015-02-12 - 2017-12-28","ITA_B_3 - FRA_B_3"
"2015-02-12 - 2017-12-28","AUS_B_3 - MEX_B_3"
"2015-02-19 - 2018-01-04","MEX_B_1 - CHN_B_1"
"2015-02-19 - 2018-01-04","USA_B_1 - DEU_B_1"
"2015-02-19 - 2018-01-04","USA_B_1 - FRA_B_1"
"2015-02-19 - 2018-01-04","CHE_B_1 - GBR_B_1"
"2015-02-19 - 2018-01-04","ITA_B_1 - GBR_B_1"
"2015-02-19 - 2018-01-04","USA_B_1 - GBR_B_1"
"2015-02-19 - 2018-01-04","GBR_B_1 - JPN_B_1"
"2015-02-19 - 2018-01-04","JPN_B_1 - MEX_B_1"
"2015-02-19 - 2018-01-04","DEU_B_1 - NOR_B_1"
"2015-02-19 - 2018-01-04","USA_B_1 - NOR_B_1"
"2015-02-19 - 2018-01-04","CHE_B_2 - CAN_B_2"
"2015-02-19 - 2018-01-04","MEX_B_2 - CAN_B_2"
"2015-02-19 - 2018-01-04","CHN_B_2 - FRA_B_2"
"2015-02-19 - 2018-01-04","NOR_B_2 - JPN_B_2"
"2015-02-19 - 2018-01-04","USA_B_2 - JPN_B_2"
"2015-02-19 - 2018-01-04","CHE_B_2 - USA_B_2"
"2015-02-19 - 2018-01-04","CHE_B_3 - AUS_B_3"
"2015-02-19 - 2018-01-04","ITA_B_3 - CHE_B_3"
"2015-02-19 - 2018-01-04","CHE_B_3 - DEU_B_3"
"2015-02-19 - 2018-01-04","ITA_B_3 - DEU_B_3"
"2015-02-19 - 2018-01-04","DEU_B_3 - FRA_B_3"
"2015-02-19 - 2018-01-04","ITA_B_3 - FRA_B_3"
"2015-02-19 - 2018-01-04","CHN_B_3 - USA_B_3"
"2015-02-26 - 2018-01-11","USA_B_1 - AUS_B_1"
"2015-02-26 - 2018-01-11","USA_B_1 - DEU_B_1"
"2015-02-26 - 2018-01-11","USA_B_1 - FRA_B_1"
"2015-02-26 - 2018-01-11","CHE_B_1 - GBR_B_1"
"2015-02-26 - 2018-01-11","ITA_B_1 - GBR_B_1"
"2015-02-26 - 2018-01-11","GBR_B_1 - JPN_B_1"
"2015-02-26 - 2018-01-11","GBR_B_1 - MEX_B_1"
"2015-02-26 - 2018-01-11","JPN_B_1 - MEX_B_1"
"2015-02-26 - 2018-01-11","USA_B_1 - NOR_B_1"
"2015-02-26 - 2018-01-11","CHE_B_2 - CAN_B_2"
"2015-02-26 - 2018-01-11","MEX_B_2 - CAN_B_2"
"2015-02-26 - 2018-01-11","CHN_B_2 - FRA_B_2"
"2015-02-26 - 2018-01-11","NOR_B_2 - JPN_B_2"
"2015-02-26 - 2018-01-11","USA_B_2 - JPN_B_2"
"2015-02-26 - 2018-01-11","ITA_B_3 - CHE_B_3"
"2015-02-26 - 2018-01-11","ITA_B_3 - DEU_B_3"
"2015-02-26 - 2018-01-11","DEU_B_3 - FRA_B_3"
"2015-02-26 - 2018-01-11","ITA_B_3 - FRA_B_3"
"2015-02-26 - 2018-01-11","USA_B_3 - MEX_B_3"
"2015-03-05 - 2018-01-18","USA_B_1 - AUS_B_1"
"2015-03-05 - 2018-01-18","USA_B_1 - DEU_B_1"
"2015-03-05 - 2018-01-18","USA_B_1 - FRA_B_1"
"2015-03-05 - 2018-01-18","CHE_B_1 - GBR_B_1"
"2015-03-05 - 2018-01-18","GBR_B_1 - JPN_B_1"
"2015-03-05 - 2018-01-18","GBR_B_1 - MEX_B_1"
"2015-03-05 - 2018-01-18","JPN_B_1 - MEX_B_1"
"2015-03-05 - 2018-01-18","USA_B_1 - NOR_B_1"
"2015-03-05 - 2018-01-18","GBR_B_2 - AUS_B_2"
"2015-03-05 - 2018-01-18","CHE_B_2 - CAN_B_2"
"2015-03-05 - 2018-01-18","MEX_B_2 - CAN_B_2"
"2015-03-05 - 2018-01-18","CHN_B_2 - FRA_B_2"
"2015-03-05 - 2018-01-18","NOR_B_2 - JPN_B_2"
"2015-03-05 - 2018-01-18","USA_B_2 - JPN_B_2"
"2015-03-05 - 2018-01-18","FRA_B_2 - MEX_B_2"
"2015-03-05 - 2018-01-18","CHE_B_3 - AUS_B_3"
"2015-03-05 - 2018-01-18","ITA_B_3 - DEU_B_3"
"2015-03-05 - 2018-01-18","DEU_B_3 - FRA_B_3"
"2015-03-05 - 2018-01-18","ITA_B_3 - FRA_B_3"
"2015-03-05 - 2018-01-18","USA_B_3 - MEX_B_3"
"2015-03-12 - 2018-01-25","USA_B_1 - AUS_B_1"
"2015-03-12 - 2018-01-25","USA_B_1 - DEU_B_1"
"2015-03-12 - 2018-01-25","USA_B_1 - FRA_B_1"
"2015-03-12 - 2018-01-25","CHE_B_1 - GBR_B_1"
"2015-03-12 - 2018-01-25","GBR_B_1 - JPN_B_1"
"2015-03-12 - 2018-01-25","GBR_B_1 - MEX_B_1"
"2015-03-12 - 2018-01-25","JPN_B_1 - MEX_B_1"
"2015-03-12 - 2018-01-25","USA_B_1 - NOR_B_1"
"2015-03-12 - 2018-01-25","GBR_B_2 - AUS_B_2"
"2015-03-12 - 2018-01-25","CHE_B_2 - CAN_B_2"
"2015-03-12 - 2018-01-25","MEX_B_2 - CAN_B_2"
"2015-03-12 - 2018-01-25","CHN_B_2 - FRA_B_2"
"2015-03-12 - 2018-01-25","NOR_B_2 - JPN_B_2"
"2015-03-12 - 2018-01-25","USA_B_2 - JPN_B_2"
"2015-03-12 - 2018-01-25","FRA_B_2 - MEX_B_2"
"2015-03-12 - 2018-01-25","CHE_B_3 - AUS_B_3"
"2015-03-12 - 2018-01-25","DEU_B_3 - CHE_B_3"
"2015-03-12 - 2018-01-25","FRA_B_3 - DEU_B_3"
"2015-03-12 - 2018-01-25","ITA_B_3 - DEU_B_3"
"2015-03-12 - 2018-01-25","DEU_B_3 - FRA_B_3"
"2015-03-12 - 2018-01-25","ITA_B_3 - FRA_B_3"
"2015-03-12 - 2018-01-25","USA_B_3 - MEX_B_3"
"2015-03-19 - 2018-02-01","USA_B_1 - AUS_B_1"
"2015-03-19 - 2018-02-01","USA_B_1 - DEU_B_1"
"2015-03-19 - 2018-02-01","USA_B_1 - FRA_B_1"
"2015-03-19 - 2018-02-01","CHE_B_1 - GBR_B_1"
"2015-03-19 - 2018-02-01","GBR_B_1 - JPN_B_1"
"2015-03-19 - 2018-02-01","GBR_B_1 - MEX_B_1"
"2015-03-19 - 2018-02-01","JPN_B_1 - MEX_B_1"
"2015-03-19 - 2018-02-01","USA_B_1 - NOR_B_1"
"2015-03-19 - 2018-02-01","GBR_B_2 - AUS_B_2"
"2015-03-19 - 2018-02-01","CHE_B_2 - CAN_B_2"
"2015-03-19 - 2018-02-01","MEX_B_2 - CAN_B_2"
"2015-03-19 - 2018-02-01","CHN_B_2 - FRA_B_2"
"2015-03-19 - 2018-02-01","MEX_B_2 - GBR_B_2"
"2015-03-19 - 2018-02-01","NOR_B_2 - JPN_B_2"
"2015-03-19 - 2018-02-01","USA_B_2 - JPN_B_2"
"2015-03-19 - 2018-02-01","FRA_B_2 - MEX_B_2"
"2015-03-19 - 2018-02-01","CHE_B_2 - USA_B_2"
"2015-03-19 - 2018-02-01","CHE_B_3 - AUS_B_3"
"2015-03-19 - 2018-02-01","DEU_B_3 - CHE_B_3"
"2015-03-19 - 2018-02-01","FRA_B_3 - DEU_B_3"
"2015-03-19 - 2018-02-01","ITA_B_3 - DEU_B_3"
"2015-03-19 - 2018-02-01","DEU_B_3 - FRA_B_3"
"2015-03-19 - 2018-02-01","ITA_B_3 - FRA_B_3"
"2015-03-19 - 2018-02-01","USA_B_3 - MEX_B_3"
"2015-03-26 - 2018-02-08","USA_B_1 - AUS_B_1"
"2015-03-26 - 2018-02-08","USA_B_1 - DEU_B_1"
"2015-03-26 - 2018-02-08","USA_B_1 - FRA_B_1"
"2015-03-26 - 2018-02-08","CHE_B_1 - GBR_B_1"
"2015-03-26 - 2018-02-08","ITA_B_1 - GBR_B_1"
"2015-03-26 - 2018-02-08","USA_B_1 - GBR_B_1"
"2015-03-26 - 2018-02-08","GBR_B_1 - MEX_B_1"
"2015-03-26 - 2018-02-08","JPN_B_1 - MEX_B_1"
"2015-03-26 - 2018-02-08","USA_B_1 - NOR_B_1"
"2015-03-26 - 2018-02-08","CHE_B_2 - CAN_B_2"
"2015-03-26 - 2018-02-08","MEX_B_2 - CAN_B_2"
"2015-03-26 - 2018-02-08","CHN_B_2 - FRA_B_2"
"2015-03-26 - 2018-02-08","MEX_B_2 - GBR_B_2"
"2015-03-26 - 2018-02-08","NOR_B_2 - JPN_B_2"
"2015-03-26 - 2018-02-08","USA_B_2 - JPN_B_2"
"2015-03-26 - 2018-02-08","FRA_B_2 - MEX_B_2"
"2015-03-26 - 2018-02-08","CHN_B_2 - USA_B_2"
"2015-03-26 - 2018-02-08","DEU_B_3 - CHE_B_3"
"2015-03-26 - 2018-02-08","FRA_B_3 - DEU_B_3"
"2015-03-26 - 2018-02-08","ITA_B_3 - DEU_B_3"
"2015-03-26 - 2018-02-08","DEU_B_3 - FRA_B_3"
"2015-03-26 - 2018-02-08","ITA_B_3 - FRA_B_3"
"2015-03-26 - 2018-02-08","USA_B_3 - MEX_B_3"
"2015-04-02 - 2018-02-15","USA_B_1 - AUS_B_1"
"2015-04-02 - 2018-02-15","USA_B_1 - DEU_B_1"
"2015-04-02 - 2018-02-15","USA_B_1 - FRA_B_1"
"2015-04-02 - 2018-02-15","CHE_B_1 - GBR_B_1"
"2015-04-02 - 2018-02-15","ITA_B_1 - GBR_B_1"
"2015-04-02 - 2018-02-15","USA_B_1 - GBR_B_1"
"2015-04-02 - 2018-02-15","GBR_B_1 - MEX_B_1"
"2015-04-02 - 2018-02-15","JPN_B_1 - MEX_B_1"
"2015-04-02 - 2018-02-15","USA_B_1 - NOR_B_1"
"2015-04-02 - 2018-02-15","CHE_B_2 - CAN_B_2"
"2015-04-02 - 2018-02-15","MEX_B_2 - CAN_B_2"
"2015-04-02 - 2018-02-15","CHN_B_2 - FRA_B_2"
"2015-04-02 - 2018-02-15","CHN_B_2 - GBR_B_2"
"2015-04-02 - 2018-02-15","MEX_B_2 - GBR_B_2"
"2015-04-02 - 2018-02-15","NOR_B_2 - JPN_B_2"
"2015-04-02 - 2018-02-15","USA_B_2 - JPN_B_2"
"2015-04-02 - 2018-02-15","FRA_B_2 - MEX_B_2"
"2015-04-02 - 2018-02-15","CHN_B_2 - USA_B_2"
"2015-04-02 - 2018-02-15","DEU_B_3 - CHE_B_3"
"2015-04-02 - 2018-02-15","MEX_B_3 - CHN_B_3"
"2015-04-02 - 2018-02-15","FRA_B_3 - DEU_B_3"
"2015-04-02 - 2018-02-15","ITA_B_3 - DEU_B_3"
"2015-04-02 - 2018-02-15","DEU_B_3 - FRA_B_3"
"2015-04-02 - 2018-02-15","ITA_B_3 - FRA_B_3"
"2015-04-02 - 2018-02-15","AUS_B_3 - GBR_B_3"
"2015-04-02 - 2018-02-15","USA_B_3 - MEX_B_3"
"2015-04-09 - 2018-02-22","USA_B_1 - AUS_B_1"
"2015-04-09 - 2018-02-22","USA_B_1 - CHE_B_1"
"2015-04-09 - 2018-02-22","USA_B_1 - DEU_B_1"
"2015-04-09 - 2018-02-22","USA_B_1 - FRA_B_1"
"2015-04-09 - 2018-02-22","CHE_B_1 - GBR_B_1"
"2015-04-09 - 2018-02-22","ITA_B_1 - GBR_B_1"
"2015-04-09 - 2018-02-22","USA_B_1 - GBR_B_1"
"2015-04-09 - 2018-02-22","GBR_B_1 - MEX_B_1"
"2015-04-09 - 2018-02-22","JPN_B_1 - MEX_B_1"
"2015-04-09 - 2018-02-22","USA_B_1 - NOR_B_1"
"2015-04-09 - 2018-02-22","CHE_B_2 - CAN_B_2"
"2015-04-09 - 2018-02-22","MEX_B_2 - CAN_B_2"
"2015-04-09 - 2018-02-22","CHN_B_2 - FRA_B_2"
"2015-04-09 - 2018-02-22","MEX_B_2 - GBR_B_2"
"2015-04-09 - 2018-02-22","NOR_B_2 - JPN_B_2"
"2015-04-09 - 2018-02-22","USA_B_2 - JPN_B_2"
"2015-04-09 - 2018-02-22","FRA_B_2 - MEX_B_2"
"2015-04-09 - 2018-02-22","CHN_B_2 - USA_B_2"
"2015-04-09 - 2018-02-22","DEU_B_3 - AUS_B_3"
"2015-04-09 - 2018-02-22","DEU_B_3 - CHE_B_3"
"2015-04-09 - 2018-02-22","FRA_B_3 - DEU_B_3"
"2015-04-09 - 2018-02-22","ITA_B_3 - DEU_B_3"
"2015-04-09 - 2018-02-22","DEU_B_3 - FRA_B_3"
"2015-04-09 - 2018-02-22","ITA_B_3 - FRA_B_3"
"2015-04-09 - 2018-02-22","AUS_B_3 - GBR_B_3"
"2015-04-09 - 2018-02-22","USA_B_3 - MEX_B_3"
"2015-04-16 - 2018-03-01","CHN_B_1 - AUS_B_1"
"2015-04-16 - 2018-03-01","JPN_B_1 - AUS_B_1"
"2015-04-16 - 2018-03-01","USA_B_1 - CHE_B_1"
"2015-04-16 - 2018-03-01","USA_B_1 - DEU_B_1"
"2015-04-16 - 2018-03-01","USA_B_1 - FRA_B_1"
"2015-04-16 - 2018-03-01","CHE_B_1 - GBR_B_1"
"2015-04-16 - 2018-03-01","ITA_B_1 - GBR_B_1"
"2015-04-16 - 2018-03-01","USA_B_1 - GBR_B_1"
"2015-04-16 - 2018-03-01","GBR_B_1 - MEX_B_1"
"2015-04-16 - 2018-03-01","JPN_B_1 - MEX_B_1"
"2015-04-16 - 2018-03-01","USA_B_1 - NOR_B_1"
"2015-04-16 - 2018-03-01","CHE_B_2 - CAN_B_2"
